fTagOrder	excerpt	duration	kind	text
80	WR2015_S39_F02	2:47	Question	How should householders deal with sensual pleasure?
90	Chah2001_S32_F06	2:30	Story	Ajahn Chah vows not to look at a woman for the duration of the Rain...
100	SRD2011_S03_F04	4:48	Story	Ajahn Chah struggles through lust with patience.

3 featured excerpts; 3-4 optimal.

Subtopic tags:
Sensual desire
Greed
