fTagOrder	excerpt	duration	kind	text
80	TG2013_S05_F08	0:52	Question	It seems that every year I expect less from myself at a retreat. It...
150	TG2013_S07_F27	4:13	Question	After 20 plus years of having a daily practice and Dharma being fir...
200	Metta2008_S04_F10	10:15	Question	Would you share some of your personal journey, including the time b...

3 featured excerpts; 2-4 optimal.

Subtopic tags:
Long-term practice
