fTagOrder	excerpt	duration	kind	text
80	UD2018-1_S02_F07	6:03	Comment	The essence of Ajahn Chah's teaching was virtue and Right View.
100	Chah2001_S14_F05	0:41	Reflection	One of the fundamental aspects of Ajahn Chah's teaching was to esta...
130	TG2015_S06_F04	4:07	Question	Could you talk more about the two levels of understanding the true ...

Subtopic tags:
Right View
