fTagOrder	excerpt	duration	kind	text
90	TG2014_S04_F03	2:40	Question	Would you say more about the meaning of merit (puñña)? Are there ot...
95	UD2014-1_S01_F20	0:35	Comment	As a Westerner who hasn't participated in dedication of merit until...
100	Madison2023_S02_F05	7:30	Question	I have had many losses over the year, and both my parents passed aw...
120	UD2014-1_S01_F21	3:50	Question	Can you dedicate merit to someone who is approaching death?
